## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Agilent-1501199_S29_L001/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Agilent-1501199_S29_L001/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/NexteraCap-Agilent-1501199_S29_L001.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Agilent-1501199_S29_L001/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 16:10:50 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	0	0	0	0			
All Reads	ALL	11	351175	0	0	0	0			
All Reads	ALL	12	460264	3	25	0.0705	0.040703			
All Reads	ALL	13	609431	0	0	0	0			
All Reads	ALL	14	866131	1	0	0.012488	0.012488			
All Reads	ALL	15	1276991	10	24	0.0847	0.026785			
All Reads	ALL	16	1912298	3	25	0.016968	0.009797			
All Reads	ALL	17	2873264	10	20	0.037644	0.011904			
All Reads	ALL	18	4310883	17	25	0.042654	0.010345			
All Reads	ALL	19	6364320	44	22	0.074778	0.011273			
All Reads	ALL	20	9194506	70	23	0.082346	0.009842			
All Reads	ALL	21	12934834	102	26	0.085293	0.008445			
All Reads	ALL	22	17664262	130	26	0.079601	0.006981			
All Reads	ALL	23	23450931	196	24	0.0904	0.006457			
All Reads	ALL	24	30272954	325	25	0.116118	0.006441			
All Reads	ALL	25	37967796	531	26	0.15127	0.006565			
All Reads	ALL	26	46244861	832	26	0.194595	0.006746			
All Reads	ALL	27	54888845	946	26	0.186414	0.006061			
All Reads	ALL	28	63607757	1339	25	0.227689	0.006222			
All Reads	ALL	29	72092623	1629	25	0.244401	0.006055			
All Reads	ALL	30	80150381	2108	24	0.284471	0.006196			
All Reads	ALL	31	87582575	2600	25	0.321091	0.006297			
