## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-IDT-1501199_S53_L002/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-IDT-1501199_S53_L002/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/NexteraCap-IDT-1501199_S53_L002.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-IDT-1501199_S53_L002/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 16:42:35 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	0	0	0	0			
All Reads	ALL	11	351175	0	0	0	0			
All Reads	ALL	12	460264	2	0	0.07377	0.052164			
All Reads	ALL	13	609431	1	10	0.027857	0.027857			
All Reads	ALL	14	866131	1	13	0.019601	0.019601			
All Reads	ALL	15	1276991	1	0	0.013294	0.013294			
All Reads	ALL	16	1912298	7	28	0.062144	0.023488			
All Reads	ALL	17	2873264	6	25	0.035451	0.014473			
All Reads	ALL	18	4310883	2	0	0.007876	0.005569			
All Reads	ALL	19	6364320	25	23	0.066688	0.013338			
All Reads	ALL	20	9194506	25	31	0.04616	0.009232			
All Reads	ALL	21	12934834	52	24	0.06825	0.009465			
All Reads	ALL	22	17664262	54	23	0.051899	0.007063			
All Reads	ALL	23	23450931	113	24	0.081805	0.007696			
All Reads	ALL	24	30272954	149	23	0.083558	0.006845			
All Reads	ALL	25	37967796	240	25	0.107314	0.006927			
All Reads	ALL	26	46244861	347	24	0.127387	0.006838			
All Reads	ALL	27	54888845	439	26	0.135781	0.00648			
All Reads	ALL	28	63607757	552	26	0.147329	0.006271			
All Reads	ALL	29	72092623	814	25	0.191687	0.006719			
All Reads	ALL	30	80150381	987	25	0.20906	0.006654			
All Reads	ALL	31	87582575	1222	27	0.236871	0.006776			
