## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/AgilentQXT-IDT-110465_S44_L002/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/AgilentQXT-IDT-110465_S44_L002/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/AgilentQXT-IDT-110465_S44_L002.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/AgilentQXT-IDT-110465_S44_L002/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 11:49:26 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	0	0	0	0			
All Reads	ALL	11	351175	0	0	0	0			
All Reads	ALL	12	460264	1	0	0.024637	0.024637			
All Reads	ALL	13	609431	3	0	0.055819	0.032227			
All Reads	ALL	14	866131	4	0	0.052368	0.026184			
All Reads	ALL	15	1276991	0	0	0	0			
All Reads	ALL	16	1912298	5	21	0.029649	0.013259			
All Reads	ALL	17	2873264	13	23	0.051305	0.014229			
All Reads	ALL	18	4310883	15	32	0.039456	0.010188			
All Reads	ALL	19	6364320	30	32	0.053451	0.009759			
All Reads	ALL	20	9194506	33	23	0.040698	0.007085			
All Reads	ALL	21	12934834	74	25	0.064872	0.007541			
All Reads	ALL	22	17664262	91	23	0.058416	0.006124			
All Reads	ALL	23	23450931	186	25	0.089938	0.006595			
All Reads	ALL	24	30272954	317	25	0.118739	0.006669			
All Reads	ALL	25	37967796	496	24	0.148134	0.006651			
All Reads	ALL	26	46244861	782	25	0.191748	0.006857			
All Reads	ALL	27	54888845	955	26	0.197291	0.006384			
All Reads	ALL	28	63607757	1134	25	0.202158	0.006003			
All Reads	ALL	29	72092623	1501	25	0.23609	0.006094			
All Reads	ALL	30	80150381	2116	25	0.299363	0.006508			
All Reads	ALL	31	87582575	2467	26	0.319404	0.006431			
