## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/KAPACovaris-Roche-1501199_S61_L002/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/KAPACovaris-Roche-1501199_S61_L002/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/KAPACovaris-Roche-1501199_S61_L002.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/KAPACovaris-Roche-1501199_S61_L002/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 13:31:41 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	1	20	0.016069	0.016069			
All Reads	ALL	11	351175	3	0	0.039254	0.022663			
All Reads	ALL	12	460264	2	23	0.019967	0.014119			
All Reads	ALL	13	609431	2	15	0.01508	0.010663			
All Reads	ALL	14	866131	9	16	0.047746	0.015915			
All Reads	ALL	15	1276991	12	17	0.043179	0.012465			
All Reads	ALL	16	1912298	24	22	0.057668	0.011772			
All Reads	ALL	17	2873264	47	23	0.075163	0.010964			
All Reads	ALL	18	4310883	85	23	0.090601	0.009827			
All Reads	ALL	19	6364320	160	22	0.115518	0.009133			
All Reads	ALL	20	9194506	323	23	0.16142	0.008982			
All Reads	ALL	21	12934834	351	24	0.124689	0.006655			
All Reads	ALL	22	17664262	415	24	0.107953	0.005299			
All Reads	ALL	23	23450931	752	24	0.147347	0.005373			
All Reads	ALL	24	30272954	1073	24	0.162865	0.004972			
All Reads	ALL	25	37967796	1409	24	0.170521	0.004543			
All Reads	ALL	26	46244861	2223	25	0.220881	0.004685			
All Reads	ALL	27	54888845	2767	24	0.231637	0.004404			
All Reads	ALL	28	63607757	3531	24	0.255076	0.004293			
All Reads	ALL	29	72092623	4027	25	0.256669	0.004045			
All Reads	ALL	30	80150381	5536	24	0.317375	0.004266			
