## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/KAPAEnzyme-Roche-1501199_S65_L002/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/KAPAEnzyme-Roche-1501199_S65_L002/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/KAPAEnzyme-Roche-1501199_S65_L002.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/KAPAEnzyme-Roche-1501199_S65_L002/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 14:33:19 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	2	0	0.030038	0.02124			
All Reads	ALL	11	351175	9	0	0.110068	0.036689			
All Reads	ALL	12	460264	5	15	0.046656	0.020865			
All Reads	ALL	13	609431	0	0	0	0			
All Reads	ALL	14	866131	14	18	0.06942	0.018553			
All Reads	ALL	15	1276991	14	18	0.047085	0.012584			
All Reads	ALL	16	1912298	34	21	0.07636	0.013096			
All Reads	ALL	17	2873264	74	22	0.110611	0.012858			
All Reads	ALL	18	4310883	97	20	0.096638	0.009812			
All Reads	ALL	19	6364320	163	21	0.109996	0.008616			
All Reads	ALL	20	9194506	210	25	0.098092	0.006769			
All Reads	ALL	21	12934834	263	24	0.087324	0.005385			
All Reads	ALL	22	17664262	358	24	0.087042	0.0046			
All Reads	ALL	23	23450931	648	24	0.118674	0.004662			
All Reads	ALL	24	30272954	924	24	0.131086	0.004312			
All Reads	ALL	25	37967796	1325	25	0.149879	0.004117			
All Reads	ALL	26	46244861	2143	24	0.199021	0.004299			
All Reads	ALL	27	54888845	2415	25	0.188962	0.003845			
All Reads	ALL	28	63607757	3067	24	0.207083	0.003739			
All Reads	ALL	29	72092623	3819	25	0.227509	0.003681			
All Reads	ALL	30	80150381	5156	25	0.276279	0.003848			
All Reads	ALL	31	87582575	6354	25	0.31158	0.003909			
