## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Roche-110465_S59_L002/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Roche-110465_S59_L002/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/NexteraCap-Roche-110465_S59_L002.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Roche-110465_S59_L002/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 17:06:25 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	0	0	0	0			
All Reads	ALL	11	351175	0	0	0	0			
All Reads	ALL	12	460264	0	0	0	0			
All Reads	ALL	13	609431	0	0	0	0			
All Reads	ALL	14	866131	0	0	0	0			
All Reads	ALL	15	1276991	0	0	0	0			
All Reads	ALL	16	1912298	1	0	0.017136	0.017136			
All Reads	ALL	17	2873264	0	0	0	0			
All Reads	ALL	18	4310883	12	0	0.09122	0.026333			
All Reads	ALL	19	6364320	0	0	0	0			
All Reads	ALL	20	9194506	6	12	0.021385	0.00873			
All Reads	ALL	21	12934834	5	0	0.012667	0.005665			
All Reads	ALL	22	17664262	10	0	0.018552	0.005867			
All Reads	ALL	23	23450931	25	18	0.034935	0.006987			
All Reads	ALL	24	30272954	17	29	0.018402	0.004463			
All Reads	ALL	25	37967796	50	25	0.043155	0.006103			
All Reads	ALL	26	46244861	47	23	0.033305	0.004858			
All Reads	ALL	27	54888845	33	23	0.019702	0.00343			
All Reads	ALL	28	63607757	156	27	0.080369	0.006435			
All Reads	ALL	29	72092623	177	24	0.080456	0.006047			
All Reads	ALL	30	80150381	176	25	0.071959	0.005424			
All Reads	ALL	31	87582575	186	27	0.069594	0.005103			
All Reads	ALL	32	94099516	220	28	0.076615	0.005165			
