## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Nextera-Twist-110465_S26_L001/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Nextera-Twist-110465_S26_L001/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/Nextera-Twist-110465_S26_L001.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Nextera-Twist-110465_S26_L001/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 19:13:32 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	0	0	0	0			
All Reads	ALL	11	351175	0	0	0	0			
All Reads	ALL	12	460264	5	0	0.074588	0.033357			
All Reads	ALL	13	609431	0	0	0	0			
All Reads	ALL	14	866131	3	0	0.023782	0.01373			
All Reads	ALL	15	1276991	12	23	0.06452	0.018625			
All Reads	ALL	16	1912298	19	24	0.068218	0.01565			
All Reads	ALL	17	2873264	12	31	0.028675	0.008278			
All Reads	ALL	18	4310883	31	25	0.049374	0.008868			
All Reads	ALL	19	6364320	72	23	0.077675	0.009154			
All Reads	ALL	20	9194506	108	21	0.080649	0.00776			
All Reads	ALL	21	12934834	133	22	0.070598	0.006122			
All Reads	ALL	22	17664262	207	22	0.08046	0.005592			
All Reads	ALL	23	23450931	386	25	0.113014	0.005752			
All Reads	ALL	24	30272954	602	24	0.136535	0.005565			
All Reads	ALL	25	37967796	763	25	0.137979	0.004995			
All Reads	ALL	26	46244861	1140	25	0.169256	0.005013			
All Reads	ALL	27	54888845	1482	26	0.185382	0.004816			
All Reads	ALL	28	63607757	1810	25	0.195376	0.004592			
All Reads	ALL	29	72092623	2521	25	0.240096	0.004782			
All Reads	ALL	30	80150381	2942	24	0.252023	0.004646			
