## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Twist-110465_S35_L001/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Twist-110465_S35_L001/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/NexteraCap-Twist-110465_S35_L001.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/NexteraCap-Twist-110465_S35_L001/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 17:38:05 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	1	0	0.038872	0.038872			
All Reads	ALL	11	351175	0	0	0	0			
All Reads	ALL	12	460264	8	21	0.193203	0.068308			
All Reads	ALL	13	609431	0	0	0	0			
All Reads	ALL	14	866131	0	0	0	0			
All Reads	ALL	15	1276991	2	23	0.017409	0.01231			
All Reads	ALL	16	1912298	6	18	0.034876	0.014238			
All Reads	ALL	17	2873264	11	30	0.042555	0.012831			
All Reads	ALL	18	4310883	5	0	0.012892	0.005766			
All Reads	ALL	19	6364320	42	26	0.073355	0.011319			
All Reads	ALL	20	9194506	87	25	0.105177	0.011276			
All Reads	ALL	21	12934834	125	23	0.107419	0.009608			
All Reads	ALL	22	17664262	142	25	0.089356	0.007499			
All Reads	ALL	23	23450931	238	26	0.11281	0.007312			
All Reads	ALL	24	30272954	384	23	0.140996	0.007195			
All Reads	ALL	25	37967796	548	26	0.160434	0.006853			
All Reads	ALL	26	46244861	722	27	0.173542	0.006459			
All Reads	ALL	27	54888845	1015	27	0.205548	0.006452			
All Reads	ALL	28	63607757	1237	26	0.216167	0.006146			
All Reads	ALL	29	72092623	1647	26	0.253941	0.006257			
All Reads	ALL	30	80150381	2044	25	0.283469	0.00627			
All Reads	ALL	31	87582575	2737	26	0.347366	0.00664			
