## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/KAPAEnzyme-Twist-1501199_S15_L001/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/KAPAEnzyme-Twist-1501199_S15_L001/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/KAPAEnzyme-Twist-1501199_S15_L001.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/KAPAEnzyme-Twist-1501199_S15_L001/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 15:04:48 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	0	0	0	0			
All Reads	ALL	11	351175	1	0	0.014715	0.014715			
All Reads	ALL	12	460264	3	18	0.033681	0.019446			
All Reads	ALL	13	609431	1	20	0.008479	0.008479			
All Reads	ALL	14	866131	8	17	0.047729	0.016875			
All Reads	ALL	15	1276991	12	18	0.048559	0.014018			
All Reads	ALL	16	1912298	20	21	0.054044	0.012085			
All Reads	ALL	17	2873264	56	21	0.100714	0.013458			
All Reads	ALL	18	4310883	76	21	0.091101	0.01045			
All Reads	ALL	19	6364320	144	23	0.116919	0.009743			
All Reads	ALL	20	9194506	167	25	0.093856	0.007263			
All Reads	ALL	21	12934834	244	24	0.097478	0.00624			
All Reads	ALL	22	17664262	339	24	0.09917	0.005386			
All Reads	ALL	23	23450931	550	25	0.121193	0.005168			
All Reads	ALL	24	30272954	827	25	0.141165	0.004909			
All Reads	ALL	25	37967796	1201	26	0.163457	0.004717			
All Reads	ALL	26	46244861	1774	26	0.198228	0.004706			
All Reads	ALL	27	54888845	2138	25	0.201279	0.004353			
All Reads	ALL	28	63607757	2777	25	0.225601	0.004281			
All Reads	ALL	29	72092623	3455	25	0.247647	0.004213			
All Reads	ALL	30	80150381	4837	25	0.31185	0.004484			
All Reads	ALL	31	87582575	5724	25	0.337721	0.004464			
