## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Nextera-Roche-1501199_S3_L001/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Nextera-Roche-1501199_S3_L001/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/Nextera-Roche-1501199_S3_L001.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Nextera-Roche-1501199_S3_L001/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 18:49:41 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	2	23	0.097953	0.069263			
All Reads	ALL	11	351175	0	0	0	0			
All Reads	ALL	12	460264	0	0	0	0			
All Reads	ALL	13	609431	0	0	0	0			
All Reads	ALL	14	866131	2	15	0.032339	0.022867			
All Reads	ALL	15	1276991	5	22	0.054836	0.024524			
All Reads	ALL	16	1912298	6	28	0.043942	0.017939			
All Reads	ALL	17	2873264	14	22	0.06824	0.018238			
All Reads	ALL	18	4310883	24	22	0.077971	0.015916			
All Reads	ALL	19	6364320	42	23	0.092424	0.014261			
All Reads	ALL	20	9194506	60	24	0.091392	0.011799			
All Reads	ALL	21	12934834	72	24	0.077957	0.009187			
All Reads	ALL	22	17664262	156	25	0.123684	0.009903			
All Reads	ALL	23	23450931	210	23	0.125414	0.008654			
All Reads	ALL	24	30272954	327	24	0.151279	0.008366			
All Reads	ALL	25	37967796	504	25	0.185909	0.008281			
All Reads	ALL	26	46244861	721	25	0.218352	0.008132			
All Reads	ALL	27	54888845	871	25	0.222239	0.00753			
All Reads	ALL	28	63607757	971	25	0.213794	0.006861			
All Reads	ALL	29	72092623	1294	25	0.251379	0.006988			
All Reads	ALL	30	80150381	1603	24	0.2801	0.006996			
All Reads	ALL	31	87582575	2112	25	0.337724	0.007349			
