## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/AgilentQXT-Roche-110465_S37_L002/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/AgilentQXT-Roche-110465_S37_L002/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/AgilentQXT-Roche-110465_S37_L002.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/AgilentQXT-Roche-110465_S37_L002/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 12:19:58 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	4	0	0.0392	0.0196			
All Reads	ALL	11	351175	0	0	0	0			
All Reads	ALL	12	460264	4	0	0.024355	0.012177			
All Reads	ALL	13	609431	6	0	0.02759	0.011264			
All Reads	ALL	14	866131	6	28	0.019413	0.007925			
All Reads	ALL	15	1276991	7	21	0.015362	0.005806			
All Reads	ALL	16	1912298	9	19	0.013189	0.004396			
All Reads	ALL	17	2873264	66	24	0.064372	0.007924			
All Reads	ALL	18	4310883	40	23	0.026003	0.004111			
All Reads	ALL	19	6364320	119	22	0.052399	0.004803			
All Reads	ALL	20	9194506	203	23	0.061872	0.004343			
All Reads	ALL	21	12934834	253	25	0.054813	0.003446			
All Reads	ALL	22	17664262	519	23	0.082338	0.003614			
All Reads	ALL	23	23450931	683	25	0.081618	0.003123			
All Reads	ALL	24	30272954	1126	24	0.104234	0.003106			
All Reads	ALL	25	37967796	1773	24	0.130864	0.003108			
All Reads	ALL	26	46244861	2701	25	0.163677	0.003149			
All Reads	ALL	27	54888845	3197	25	0.163224	0.002887			
All Reads	ALL	28	63607757	4144	25	0.182573	0.002836			
All Reads	ALL	29	72092623	5132	25	0.19949	0.002785			
All Reads	ALL	30	80150381	7092	25	0.247964	0.002944			
