## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Twist-Roche-110465_S38_L002/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Twist-Roche-110465_S38_L002/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/Twist-Roche-110465_S38_L002.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Twist-Roche-110465_S38_L002/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 20:14:35 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	1	0	0.014794	0.014794			
All Reads	ALL	11	351175	3	0	0.036139	0.020865			
All Reads	ALL	12	460264	7	0	0.064338	0.024317			
All Reads	ALL	13	609431	4	23	0.027766	0.013883			
All Reads	ALL	14	866131	4	0	0.019537	0.009768			
All Reads	ALL	15	1276991	9	0	0.029815	0.009938			
All Reads	ALL	16	1912298	35	19	0.077426	0.013087			
All Reads	ALL	17	2873264	73	21	0.107479	0.012579			
All Reads	ALL	18	4310883	74	22	0.072617	0.008442			
All Reads	ALL	19	6364320	155	22	0.103028	0.008275			
All Reads	ALL	20	9194506	209	22	0.09616	0.006652			
All Reads	ALL	21	12934834	277	22	0.090593	0.005443			
All Reads	ALL	22	17664262	351	23	0.08406	0.004487			
All Reads	ALL	23	23450931	641	24	0.115631	0.004567			
All Reads	ALL	24	30272954	996	24	0.139181	0.00441			
All Reads	ALL	25	37967796	1407	25	0.156767	0.004179			
All Reads	ALL	26	46244861	2115	25	0.193474	0.004207			
All Reads	ALL	27	54888845	2386	25	0.183892	0.003765			
All Reads	ALL	28	63607757	3319	25	0.220736	0.003832			
All Reads	ALL	29	72092623	3767	24	0.221045	0.003601			
All Reads	ALL	30	80150381	5246	25	0.276884	0.003823			
