## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Nextera-Agilent-110465_S27_L001/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Nextera-Agilent-110465_S27_L001/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/Nextera-Agilent-110465_S27_L001.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/Nextera-Agilent-110465_S27_L001/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 15:29:50 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	0	0	0	0			
All Reads	ALL	11	351175	0	0	0	0			
All Reads	ALL	12	460264	18	27	0.190696	0.044948			
All Reads	ALL	13	609431	0	0	0	0			
All Reads	ALL	14	866131	0	0	0	0			
All Reads	ALL	15	1276991	56	21	0.213834	0.028575			
All Reads	ALL	16	1912298	23	18	0.058647	0.012229			
All Reads	ALL	17	2873264	30	19	0.050912	0.009295			
All Reads	ALL	18	4310883	32	23	0.036196	0.006399			
All Reads	ALL	19	6364320	80	23	0.061293	0.006853			
All Reads	ALL	20	9194506	112	15	0.059397	0.005613			
All Reads	ALL	21	12934834	164	22	0.061824	0.004828			
All Reads	ALL	22	17664262	250	20	0.069011	0.004365			
All Reads	ALL	23	23450931	218	22	0.045329	0.00307			
All Reads	ALL	24	30272954	425	22	0.068456	0.003321			
All Reads	ALL	25	37967796	676	24	0.086818	0.003339			
All Reads	ALL	26	46244861	1064	25	0.11219	0.003439			
All Reads	ALL	27	54888845	1284	23	0.114066	0.003183			
All Reads	ALL	28	63607757	1632	23	0.125108	0.003097			
All Reads	ALL	29	72092623	2162	23	0.146232	0.003145			
All Reads	ALL	30	80150381	2798	22	0.170223	0.003218			
All Reads	ALL	31	87582575	3768	23	0.209783	0.003418			
