## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/AgilentQXT-Twist-1501199_S16_L001/gc_bias_metrics.pdf SUMMARY_OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/AgilentQXT-Twist-1501199_S16_L001/summary_metrics.txt INPUT=/scratch/Shares/layer/projects/chco/bake_off_temp_files/bams_filtered_to_acmg_59/AgilentQXT-Twist-1501199_S16_L001.bqsr.bam OUTPUT=/Shares/layer_shared/projects/chco/exome_bakeoff/Analyses/Biases/GCBias/results/AgilentQXT-Twist-1501199_S16_L001/gc_bias_metrics.txt REFERENCE_SEQUENCE=/scratch/Shares/layer/ref/hg37/human_g1k_v37.fasta.gz    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Mar 18 13:00:52 MDT 2020

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	0	132619	0	0	0	0			
All Reads	ALL	1	95016	0	0	0	0			
All Reads	ALL	2	109250	0	0	0	0			
All Reads	ALL	3	139082	0	0	0	0			
All Reads	ALL	4	149438	0	0	0	0			
All Reads	ALL	5	152532	0	0	0	0			
All Reads	ALL	6	173446	0	0	0	0			
All Reads	ALL	7	187203	0	0	0	0			
All Reads	ALL	8	213554	0	0	0	0			
All Reads	ALL	9	241757	0	0	0	0			
All Reads	ALL	10	285954	0	0	0	0			
All Reads	ALL	11	351175	1	0	0.024179	0.024179			
All Reads	ALL	12	460264	1	0	0.018448	0.018448			
All Reads	ALL	13	609431	0	0	0	0			
All Reads	ALL	14	866131	3	13	0.02941	0.01698			
All Reads	ALL	15	1276991	6	0	0.039895	0.016287			
All Reads	ALL	16	1912298	6	0	0.026641	0.010876			
All Reads	ALL	17	2873264	27	27	0.07979	0.015356			
All Reads	ALL	18	4310883	13	21	0.025606	0.007102			
All Reads	ALL	19	6364320	33	25	0.044027	0.007664			
All Reads	ALL	20	9194506	64	29	0.059103	0.007388			
All Reads	ALL	21	12934834	119	24	0.078117	0.007161			
All Reads	ALL	22	17664262	189	26	0.09085	0.006608			
All Reads	ALL	23	23450931	280	25	0.101381	0.006059			
All Reads	ALL	24	30272954	483	24	0.135473	0.006164			
All Reads	ALL	25	37967796	679	24	0.15185	0.005827			
All Reads	ALL	26	46244861	1071	25	0.196646	0.006009			
All Reads	ALL	27	54888845	1286	25	0.198938	0.005547			
All Reads	ALL	28	63607757	1495	24	0.199568	0.005161			
All Reads	ALL	29	72092623	2111	25	0.248632	0.005411			
All Reads	ALL	30	80150381	2805	24	0.297158	0.005611			
All Reads	ALL	31	87582575	3235	25	0.313629	0.005514			
